1000.0,0.006350435,8.63488307222724E-12,1000.0,71.2,42.36680327868852,43.63992172211349,39.87473903966596,1000.0,5256.0
2000.0,0.012944649,1.7601239997893573E-11,2000.0,73.8,47.570639558152564,49.32301740812379,46.090534979423865,2000.0,5256.0
3000.0,0.019741041,2.6842504609376195E-11,3000.0,84.5,68.95827992822353,70.47619047619047,67.57322175732216,3000.0,5256.0
4000.0,0.02602507,3.538709338754416E-11,4000.0,81.8,63.318284424379215,64.31372549019608,61.11111111111109,4000.0,5256.0
5000.0,0.030272838,4.1162915043532854E-11,5000.0,73.3,46.61921708185053,43.90756302521008,45.51020408163265,5000.0,5256.0
6000.0,0.033963219,4.618084033951164E-11,6000.0,74.9,49.747737647153045,50.88062622309197,49.59839357429719,6000.0,5256.0
7000.0,0.037100084,5.044613279402257E-11,7000.0,73.7,47.25230645808262,47.92079207920792,43.44086021505375,7000.0,5256.0
8000.0,0.04018127,5.463571678847075E-11,8000.0,76.2,52.43196571903681,52.49500998003992,51.821862348178136,8000.0,5256.0
9000.0,0.042848071,5.826184866949916E-11,9000.0,77.0,54.01158907955196,54.63510848126233,51.98329853862214,9000.0,5256.0
10000.0,0.044860722,6.099851254373789E-11,10000.0,77.0,53.44336891879309,54.545454545454554,51.78197064989518,10000.0,5256.0
11000.0,0.046995902,6.39017828926444E-11,11000.0,78.2,56.393022883661395,58.396946564885496,55.05154639175258,11000.0,5256.0
12000.0,0.048986574,6.660856124013661E-11,12000.0,78.0,56.00000000000001,53.68421052631579,54.07098121085595,12000.0,5256.0
13000.0,0.05135626,6.983069665729999E-11,13000.0,81.3,62.596109995439505,63.96917148362235,60.548523206751035,13000.0,5256.0
14000.0,0.053356888,7.25510124862194E-11,14000.0,79.4,58.739925331282365,60.23166023166024,59.922178988326856,14000.0,5256.0
15000.0,0.055610001,7.561463998630643E-11,15000.0,81.3,62.60149594016239,62.97029702970296,62.14574898785424,15000.0,5256.0
16000.0,0.057260071,7.785829124972224E-11,16000.0,82.39999999999999,64.78295495019589,65.69200779727095,63.86036960985625,16000.0,5256.0
17000.0,0.058864402,8.003974977880716E-11,17000.0,78.3,56.601041575002206,55.714285714285715,55.25773195876289,17000.0,5256.0
18000.0,0.060472466,8.22262841835618E-11,18000.0,80.80000000000001,61.53969424056922,60.97560975609757,58.974358974358985,18000.0,5256.0
19000.0,0.062492297,8.497271092608571E-11,19000.0,81.2,62.40947281285118,61.94331983805669,62.17303822937627,19000.0,5256.0
20000.0,0.064448708,8.763290353119373E-11,20000.0,77.8,55.58294385043857,56.12648221343874,54.41478439425052,20000.0,5256.0
21000.0,0.066291116,9.013808272778988E-11,21000.0,77.8,55.6168655910754,54.320987654320994,53.846153846153854,21000.0,5256.0
22000.0,0.068766869,9.350444072857499E-11,22000.0,77.4,54.796202881042014,54.52716297786721,54.89021956087825,22000.0,5256.0
23000.0,0.071325627,9.69836631976068E-11,23000.0,79.3,58.599337589401436,55.48387096774194,58.18181818181819,23000.0,5256.0
24000.0,0.073329932,9.970897875726223E-11,24000.0,78.2,56.344120474206996,54.95867768595042,54.29769392033543,24000.0,5256.0
25000.0,0.075161066,1.021988283470273E-10,25000.0,79.80000000000001,59.581407447425825,60.00000000000001,59.2741935483871,25000.0,5256.0
26000.0,0.077244745,1.0503207119181752E-10,26000.0,78.7,57.400000000000006,59.03846153846155,58.398437500000014,26000.0,5256.0
27000.0,0.078871238,1.0724366407841444E-10,27000.0,80.2,60.420897765979575,60.94674556213019,58.577405857740594,27000.0,5256.0
28000.0,0.080906964,1.1001170374453067E-10,28000.0,79.7,59.40487141543015,60.03937007874016,59.56175298804782,28000.0,5256.0
29000.0,0.083030182,1.1289870899170637E-10,29000.0,77.10000000000001,54.19523630457568,53.07377049180329,54.2,29000.0,5256.0
30000.0,0.085024608,1.1561059176921844E-10,30000.0,77.9,55.800000000000004,55.976095617529886,55.35353535353536,30000.0,5256.0
31000.0,0.08775098,1.1931772418320178E-10,31000.0,78.0,55.981512235138766,58.17490494296579,55.28455284552846,31000.0,5256.0
32000.0,0.089725388,1.2200238786637781E-10,32000.0,74.1,48.13153362438419,44.89361702127659,44.53961456102783,32000.0,5256.0
