time,light
0,60.72
1,60.72
2,60.72
3,60.72
4,60.72
5,60.72
6,60.72
7,60.72
8,60.72
9,60.72
10,60.72
11,60.72
12,60.72
13,60.72
14,60.72
15,60.72
16,60.72
17,60.72
18,60.72
19,60.72
20,60.72
21,60.72
22,60.72
23,60.72
24,60.72
25,60.72
26,60.72
27,60.72
28,60.72
29,60.72
30,60.72
31,60.72
32,60.72
33,60.72
34,60.72
35,60.72
36,60.72
37,60.72
38,60.72
39,60.72
40,60.72
41,60.72
42,60.72
43,60.72
44,60.72
45,60.72
46,60.72
47,60.72
48,60.72
49,60.72
50,60.72
51,60.72
52,60.72
53,60.72
54,60.72
55,60.72
56,60.72
57,60.72
58,60.72
59,60.72
60,60.72
61,60.72
62,60.72
63,60.72
64,60.72
65,60.72
66,60.72
67,60.72
68,60.72
69,60.72
70,60.72
71,60.72
72,60.72
73,60.72
74,60.72
75,60.72
76,60.72
77,60.72
78,60.72
79,60.72
80,60.72
81,60.72
82,60.72
83,60.72
84,60.72
85,60.72
86,60.72
87,60.72
88,60.72
89,60.72
90,60.72
91,60.72
92,60.72
93,60.72
94,60.72
95,60.72
96,60.72
97,60.72
98,60.72
99,60.72
100,60.72
101,60.72
102,60.72
103,60.72
104,60.72
105,60.72
106,60.72
107,60.72
108,60.72
109,60.72
110,60.72
111,60.72
112,60.72
113,60.72
114,60.72
115,60.72
116,60.72
117,60.72
118,60.72
119,60.72
120,60.72
121,60.72
122,60.72
123,60.72
124,60.72
125,60.72
126,60.72
127,60.72
128,60.72
129,60.72
130,60.72
131,60.72
132,60.72
133,60.72
134,60.72
135,60.72
136,60.72
137,60.72
138,60.72
139,60.72
140,60.72
141,60.72
142,60.72
143,60.72
144,60.72
145,60.72
146,60.72
147,60.72
148,60.72
149,60.72
150,60.72
151,60.72
152,60.72
153,60.72
154,60.72
155,60.72
156,60.72
157,60.72
158,60.72
159,60.72
160,60.72
161,60.72
162,60.72
163,60.72
164,60.72
165,60.72
166,60.72
167,60.72
168,60.72
169,60.72
170,60.72
171,60.72
172,60.72
173,60.72
174,60.72
175,60.72
176,60.72
177,60.72
178,60.72
179,57.04
180,57.04
181,57.04
182,60.72
183,60.72
184,60.72
185,60.72
186,60.72
187,60.72
188,60.72
189,60.72
190,60.72
191,60.72
192,60.72
193,60.72
194,64.4
195,64.4
196,71.76
197,71.76
198,75.44
199,79.12
200,82.8
201,86.48
202,86.48
203,101.2
204,104.88
205,114.08
206,114.08
207,114.08
208,121.44
209,121.44
210,128.8
211,136.16
212,279.68
213,294.4
214,397.44
215,412.16
216,412.16
217,426.88
218,441.6
219,478.4
220,478.4
221,507.84
222,507.84
223,507.84
224,537.28
225,537.28
226,566.72
227,596.16
228,625.6
229,625.6
230,655.04
231,743.36
232,743.36
233,772.8
234,772.8
235,772.8
236,772.8
237,802.24
238,831.68
239,890.56
240,920.0
241,920.0
242,964.16
243,964.16
244,964.16
245,964.16
246,1023.04
247,1023.04
248,1023.04
249,1023.04
250,1023.04
251,1023.04
252,1023.04
253,1081.92
254,1081.92
255,1081.92
256,1081.92
257,1140.8
258,1140.8
259,1199.68
260,1199.68
261,1199.68
262,1199.68
263,1199.68
264,1199.68
265,1258.56
266,1258.56
267,1258.56
268,1317.44
269,1317.44
270,1317.44
271,1317.44
272,1317.44
273,1376.32
274,1376.32
275,1376.32
276,1435.2
277,1435.2
278,1494.08
279,1494.08
280,1494.08
281,1494.08
282,1494.08
283,1670.72
284,1670.72
285,1729.6
286,1729.6
287,1729.6
288,1729.6
289,1788.48
290,1847.36
291,1847.36
292,1847.36
293,1847.36
294,1847.36
295,1847.36
296,1847.36
297,1847.36
298,1847.36
299,1847.36
300,1847.36
301,1847.36
302,1847.36
303,1847.36
304,1847.36
305,1847.36
306,1847.36
307,1847.36
308,1847.36
309,1847.36
310,1847.36
311,1847.36
312,1847.36
313,1847.36
314,1847.36
315,1847.36
316,1847.36
317,1847.36
318,1847.36
319,1847.36
320,1847.36
321,1847.36
322,1847.36
323,1847.36
324,1847.36
325,1847.36
326,1847.36
327,1847.36
328,1847.36
329,1847.36
330,1847.36
331,1847.36
332,1847.36
333,1847.36
334,1847.36
335,1847.36
336,1847.36
337,1847.36
338,1847.36
339,1847.36
340,1847.36
341,1847.36
342,1847.36
343,1847.36
344,1847.36
345,1847.36
346,1847.36
347,1847.36
348,1847.36
349,1847.36
350,1847.36
351,1847.36
352,1847.36
353,1847.36
354,1847.36
355,1847.36
356,1847.36
357,1847.36
358,1847.36
359,1847.36
360,1847.36
361,1847.36
362,1847.36
363,1847.36
364,1847.36
365,1847.36
366,1847.36
367,1847.36
368,1847.36
369,1847.36
370,1847.36
371,1847.36
372,1847.36
373,1847.36
374,1847.36
375,1847.36
376,1847.36
377,1847.36
378,1847.36
379,1847.36
380,1847.36
381,1847.36
382,1847.36
383,1847.36
384,1847.36
385,1847.36
386,1847.36
387,1847.36
388,1847.36
389,1847.36
390,1847.36
391,1847.36
392,1847.36
393,1847.36
394,1847.36
395,1847.36
396,1847.36
397,1847.36
398,1847.36
399,1847.36
400,1847.36
401,1847.36
402,1847.36
403,1847.36
404,1847.36
405,1847.36
406,1847.36
407,1847.36
408,1847.36
409,1847.36
410,1847.36
411,1847.36
412,1847.36
413,1847.36
414,1847.36
415,1847.36
416,1847.36
417,1847.36
418,1847.36
419,1847.36
420,1847.36
421,1847.36
422,1788.48
423,1847.36
424,1847.36
425,1788.48
426,1847.36
427,1847.36
428,1847.36
429,1847.36
430,1847.36
431,1847.36
432,1847.36
433,1847.36
434,1847.36
435,1847.36
436,1847.36
437,1847.36
438,1847.36
439,1847.36
440,1847.36
441,1611.84
442,1552.96
443,1611.84
444,1788.48
445,1729.6
446,1670.72
447,1611.84
448,1140.8
449,1140.8
450,1258.56
451,1140.8
452,1552.96
453,1317.44
454,1317.44
455,1376.32
456,1317.44
457,1435.2
458,1376.32
459,1494.08
460,1494.08
461,1494.08
462,1435.2
463,1258.56
464,1258.56
465,1258.56
466,1199.68
467,1140.8
468,1140.8
469,1140.8
470,1081.92
471,920.0
472,890.56
473,890.56
474,1081.92
475,1081.92
476,1081.92
477,1081.92
478,1081.92
479,1081.92
480,1023.04
481,1081.92
482,1140.8
483,1140.8
484,1140.8
485,1081.92
486,1081.92
487,1081.92
488,964.16
489,964.16
490,920.0
491,861.12
492,890.56
493,772.8
494,655.04
495,802.24
496,743.36
497,743.36
498,684.48
499,655.04
500,655.04
501,713.92
502,684.48
503,655.04
504,655.04
505,655.04
506,655.04
507,655.04
508,655.04
509,684.48
510,684.48
511,713.92
512,713.92
513,713.92
514,684.48
515,655.04
516,655.04
517,684.48
518,684.48
519,684.48
520,655.04
521,625.6
522,596.16
523,596.16
524,566.72
525,537.28
526,537.28
527,537.28
528,537.28
529,537.28
530,537.28
531,537.28
532,478.4
533,478.4
534,456.32
535,426.88
536,412.16
537,412.16
538,426.88
539,426.88
540,426.88
541,412.16
542,412.16
543,397.44
544,397.44
545,382.72
546,368.0
547,368.0
548,368.0
549,353.28
550,353.28
551,338.56
552,338.56
553,323.84
554,309.12
555,294.4
556,279.68
557,279.68
558,264.96
559,264.96
560,250.24
561,250.24
562,250.24
563,250.24
564,235.52
565,224.48
566,217.12
567,217.12
568,209.76
569,209.76
570,202.4
571,202.4
572,195.04
573,195.04
574,195.04
575,195.04
576,187.68
577,187.68
578,195.04
579,195.04
580,187.68
581,187.68
582,187.68
583,187.68
584,180.32
585,180.32
586,180.32
587,172.96
588,165.6
589,128.8
590,121.44
591,114.08
592,114.08
593,114.08
594,108.56
595,108.56
596,108.56
597,108.56
598,104.88
599,101.2
600,97.52
601,97.52
602,101.2
603,90.16
604,86.48
605,82.8
606,75.44
607,68.08
608,68.08
609,64.4
610,64.4
611,64.4
612,60.72
613,60.72
614,60.72
615,60.72
616,60.72
617,60.72
618,60.72
619,60.72
620,60.72
621,60.72
622,60.72
623,60.72
624,60.72
625,60.72
626,60.72
627,60.72
628,60.72
629,60.72
630,60.72
631,60.72
632,60.72
633,60.72
634,60.72
635,60.72
636,60.72
637,60.72
638,60.72
639,60.72
640,60.72
641,60.72
642,60.72
643,60.72
644,60.72
645,60.72
646,60.72
647,60.72
648,60.72
649,60.72
650,60.72
651,60.72
652,60.72
653,60.72
654,60.72
655,60.72
656,60.72
657,60.72
658,60.72
659,60.72
660,60.72
661,60.72
662,60.72
663,60.72
664,60.72
665,60.72
666,60.72
667,60.72
668,60.72
669,60.72
670,60.72
671,60.72
672,60.72
673,60.72
674,60.72
675,60.72
676,60.72
677,60.72
678,60.72
679,60.72
680,60.72
681,60.72
682,60.72
683,60.72
684,60.72
685,60.72
686,60.72
687,60.72
688,60.72
689,60.72
690,60.72
691,60.72
692,60.72
693,60.72
694,60.72
695,60.72
696,60.72
697,60.72
698,60.72
699,60.72
700,60.72
701,60.72
702,60.72
703,60.72
704,60.72
705,60.72
706,60.72
707,60.72
708,60.72
709,60.72
710,60.72
711,60.72
712,60.72
713,60.72
714,60.72
715,60.72
716,60.72
717,60.72
718,60.72
719,60.72
720,60.72
721,60.72
722,60.72
723,60.72
724,60.72
725,60.72
726,60.72
727,60.72
728,60.72
729,60.72
730,60.72
731,60.72
732,60.72
733,60.72
734,60.72
735,60.72
736,60.72
737,60.72
738,60.72
739,60.72
740,60.72
741,60.72
742,60.72
743,60.72
744,60.72
745,60.72
746,60.72
747,60.72
748,60.72
749,60.72
750,60.72
751,60.72
752,60.72
753,60.72
754,60.72
755,60.72
756,60.72
757,60.72
758,60.72
759,60.72
760,60.72
761,60.72
762,60.72
763,60.72
764,60.72
765,60.72
766,60.72
767,60.72
768,60.72
769,60.72
770,60.72
771,60.72
772,60.72
773,60.72
774,60.72
775,60.72
776,60.72
777,60.72
778,60.72
779,60.72
780,60.72
781,60.72
782,60.72
783,60.72
784,60.72
785,60.72
786,60.72
787,60.72
788,60.72
789,60.72
790,60.72
791,60.72
792,60.72
793,60.72
794,60.72
795,60.72
796,60.72
797,60.72
798,60.72
799,60.72
800,60.72
801,60.72
802,60.72
803,60.72
804,60.72
805,60.72
806,60.72
807,60.72
808,60.72
809,60.72
810,60.72
811,60.72
812,60.72
813,60.72
814,60.72
815,60.72
816,60.72
817,60.72
818,60.72
819,60.72
820,60.72
821,60.72
822,60.72
823,60.72
824,60.72
825,60.72
826,60.72
827,60.72
828,60.72
829,60.72
830,60.72
831,60.72
832,60.72
833,60.72
834,60.72
835,60.72
836,60.72
837,60.72
838,60.72
839,60.72
840,60.72
841,60.72
842,60.72
843,60.72
844,60.72
845,60.72
846,60.72
847,60.72
848,60.72
849,60.72
850,60.72
851,60.72
852,60.72
853,60.72
854,60.72
855,60.72
856,60.72
857,60.72
858,60.72
859,60.72
860,60.72
861,60.72
862,60.72
863,60.72
864,60.72
865,60.72
866,60.72
867,60.72
868,60.72
869,60.72
870,60.72
871,60.72
872,60.72
873,60.72
874,60.72
875,60.72
876,60.72
877,60.72
878,60.72
879,60.72
880,60.72
881,60.72
882,60.72
883,60.72
884,60.72
885,60.72
886,60.72
887,60.72
888,60.72
889,60.72
890,60.72
891,60.72
892,60.72
893,60.72
894,60.72
895,60.72
896,60.72
897,60.72
898,60.72
899,60.72
900,60.72
901,60.72
902,60.72
903,60.72
904,60.72
905,60.72
906,60.72
907,60.72
908,60.72
909,60.72
910,60.72
911,60.72
912,60.72
913,60.72
914,60.72
915,60.72
916,60.72
917,60.72
918,60.72
919,60.72
920,60.72
921,60.72
922,60.72
923,60.72
924,60.72
925,60.72
926,60.72
927,60.72
928,60.72
929,60.72
930,60.72
931,60.72
932,60.72
933,60.72
934,60.72
935,60.72
936,60.72
937,60.72
938,60.72
939,60.72
940,60.72
941,60.72
942,60.72
943,60.72
944,60.72
945,60.72
946,60.72
947,60.72
948,60.72
949,60.72
950,60.72
951,60.72
952,60.72
953,60.72
954,60.72
955,60.72
956,60.72
957,60.72
958,60.72
959,60.72
960,60.72
961,60.72
962,60.72
963,60.72
964,60.72
965,60.72
966,60.72
967,60.72
968,60.72
969,60.72
970,60.72
971,60.72
972,60.72
973,60.72
974,60.72
975,60.72
976,60.72
977,60.72
978,60.72
979,60.72
980,60.72
981,60.72
982,60.72
983,60.72
984,60.72
985,60.72
986,60.72
987,60.72
988,60.72
989,60.72
990,60.72
991,60.72
992,60.72
993,60.72
994,60.72
995,60.72
996,60.72
997,60.72
998,60.72
999,60.72
1000,60.72
1001,60.72
1002,60.72
1003,60.72
1004,60.72
1005,60.72
1006,60.72
1007,60.72
1008,60.72
1009,60.72
1010,60.72
1011,60.72
1012,60.72
1013,60.72
1014,60.72
1015,60.72
1016,60.72
1017,60.72
1018,60.72
1019,60.72
1020,60.72
1021,60.72
1022,60.72
1023,60.72
1024,60.72
1025,60.72
1026,60.72
1027,60.72
1028,60.72
1029,60.72
1030,60.72
1031,60.72
1032,60.72
1033,60.72
1034,60.72
1035,60.72
1036,60.72
1037,60.72
1038,60.72
1039,60.72
1040,60.72
1041,60.72
1042,60.72
1043,60.72
1044,60.72
1045,60.72
1046,60.72
1047,60.72
1048,60.72
1049,60.72
1050,60.72
1051,60.72
1052,60.72
1053,60.72
1054,60.72
1055,60.72
1056,60.72
1057,60.72
1058,60.72
1059,60.72
1060,60.72
1061,60.72
1062,60.72
1063,60.72
1064,60.72
1065,60.72
1066,60.72
1067,60.72
1068,60.72
1069,60.72
1070,60.72
1071,60.72
1072,60.72
1073,60.72
1074,60.72
1075,60.72
1076,60.72
1077,60.72
1078,60.72
1079,60.72
1080,60.72
1081,60.72
1082,60.72
1083,60.72
1084,60.72
1085,60.72
1086,60.72
1087,60.72
1088,60.72
1089,60.72
1090,60.72
1091,60.72
1092,60.72
1093,60.72
1094,60.72
1095,60.72
1096,60.72
1097,60.72
1098,60.72
1099,60.72
1100,57.04
1101,60.72
1102,57.04
1103,57.04
1104,57.04
1105,57.04
1106,57.04
1107,57.04
1108,57.04
1109,57.04
1110,57.04
1111,57.04
1112,57.04
1113,57.04
1114,57.04
1115,57.04
1116,57.04
1117,57.04
1118,57.04
1119,57.04
1120,57.04
1121,57.04
1122,57.04
1123,57.04
1124,57.04
1125,57.04
1126,57.04
1127,57.04
1128,57.04
1129,57.04
1130,57.04
1131,57.04
1132,57.04
1133,57.04
1134,57.04
1135,57.04
1136,57.04
1137,57.04
1138,57.04
1139,57.04
1140,57.04
1141,57.04
1142,57.04
1143,57.04
1144,57.04
1145,57.04
1146,57.04
1147,57.04
1148,57.04
1149,57.04
1150,57.04
1151,57.04
1152,57.04
1153,57.04
1154,57.04
1155,57.04
1156,57.04
1157,57.04
1158,57.04
1159,57.04
1160,57.04
1161,57.04
1162,57.04
1163,57.04
1164,57.04
1165,57.04
1166,57.04
1167,57.04
1168,57.04
1169,57.04
1170,57.04
1171,57.04
1172,57.04
1173,57.04
1174,57.04
1175,57.04
1176,57.04
1177,57.04
1178,57.04
1179,57.04
1180,57.04
1181,57.04
1182,57.04
1183,57.04
1184,57.04
1185,57.04
1186,57.04
1187,57.04
1188,57.04
1189,57.04
1190,57.04
1191,57.04
1192,57.04
1193,57.04
1194,57.04
1195,57.04
1196,57.04
1197,57.04
1198,57.04
1199,57.04
1200,57.04
1201,57.04
1202,57.04
1203,57.04
1204,57.04
1205,57.04
1206,57.04
1207,57.04
1208,57.04
1209,57.04
1210,57.04
1211,57.04
1212,57.04
1213,57.04
1214,57.04
1215,57.04
1216,57.04
1217,57.04
1218,57.04
1219,57.04
1220,57.04
1221,57.04
1222,57.04
1223,57.04
1224,57.04
1225,57.04
1226,57.04
1227,57.04
1228,57.04
1229,57.04
1230,57.04
1231,57.04
1232,57.04
1233,57.04
1234,57.04
1235,57.04
1236,57.04
1237,57.04
1238,57.04
1239,57.04
1240,57.04
1241,57.04
1242,57.04
1243,57.04
1244,57.04
1245,57.04
1246,57.04
1247,57.04
1248,57.04
1249,57.04
1250,57.04
1251,57.04
1252,57.04
1253,57.04
1254,57.04
1255,57.04
1256,57.04
1257,57.04
1258,57.04
1259,57.04
1260,57.04
1261,57.04
1262,57.04
1263,57.04
1264,57.04
1265,57.04
1266,57.04
1267,57.04
1268,57.04
1269,57.04
1270,57.04
1271,57.04
1272,57.04
1273,57.04
1274,57.04
1275,57.04
1276,57.04
1277,57.04
1278,57.04
1279,57.04
1280,57.04
1281,57.04
1282,57.04
1283,57.04
1284,57.04
1285,57.04
1286,57.04
1287,57.04
1288,57.04
1289,57.04
1290,57.04
1291,57.04
1292,57.04
1293,57.04
1294,57.04
1295,57.04
1296,57.04
1297,57.04
1298,57.04
1299,57.04
1300,57.04
1301,57.04
1302,57.04
1303,57.04
1304,57.04
1305,57.04
1306,57.04
1307,57.04
1308,57.04
1309,57.04
1310,57.04
1311,57.04
1312,57.04
1313,57.04
1314,57.04
1315,57.04
1316,57.04
1317,57.04
1318,57.04
1319,57.04
1320,57.04
1321,57.04
1322,57.04
1323,57.04
1324,57.04
1325,57.04
1326,57.04
1327,57.04
1328,57.04
1329,57.04
1330,57.04
1331,57.04
1332,57.04
1333,57.04
1334,57.04
1335,57.04
1336,57.04
1337,57.04
1338,57.04
1339,57.04
1340,57.04
1341,57.04
1342,57.04
1343,57.04
1344,57.04
1345,57.04
1346,57.04
1347,57.04
1348,57.04
1349,60.72
1350,60.72
1351,60.72
1352,60.72
1353,60.72
1354,60.72
1355,60.72
1356,60.72
1357,64.4
1358,64.4
1359,64.4
1360,68.08
1361,68.08
1362,71.76
1363,75.44
1364,79.12
1365,79.12
1366,79.12
1367,82.8
1368,82.8
1369,82.8
1370,86.48
1371,86.48
1372,86.48
1373,90.16
1374,93.84
1375,97.52
1376,101.2
1377,104.88
1378,108.56
1379,108.56
1380,121.44
1381,128.8
1382,128.8
1383,136.16
1384,143.52
1385,143.52
1386,150.88
1387,158.24
1388,165.6
1389,180.32
1390,187.68
1391,195.04
1392,202.4
1393,202.4
1394,217.12
1395,224.48
1396,235.52
1397,235.52
1398,279.68
1399,279.68
1400,279.68
1401,279.68
1402,264.96
1403,279.68
1404,279.68
1405,279.68
1406,279.68
1407,279.68
1408,279.68
1409,279.68
1410,279.68
1411,279.68
1412,279.68
1413,279.68
1414,294.4
1415,294.4
1416,309.12
1417,338.56
1418,338.56
1419,338.56
1420,382.72
1421,368.0
1422,382.72
1423,397.44
1424,831.68
1425,861.12
1426,890.56
1427,861.12
1428,713.92
1429,537.28
1430,441.6
1431,713.92
1432,890.56
1433,964.16
1434,964.16
1435,1023.04
1436,964.16
1437,1023.04
1438,1081.92
1439,1081.92
1440,1081.92
1441,1140.8
1442,1140.8
1443,1140.8
1444,1140.8
1445,1140.8
1446,1023.04
1447,1140.8
1448,1140.8
1449,1140.8
1450,1140.8
1451,1140.8
1452,1199.68
1453,1258.56
1454,1258.56
1455,1258.56
1456,1258.56
1457,1258.56
1458,1317.44
1459,1258.56
1460,1258.56
1461,1376.32
1462,1376.32
1463,1376.32
1464,1376.32
1465,1376.32
1466,1376.32
1467,1376.32
1468,1376.32
1469,1317.44
1470,1376.32
1471,1376.32
1472,1376.32
1473,1376.32
1474,1376.32
1475,1376.32
1476,1435.2
1477,1435.2
1478,1435.2
1479,1435.2
1480,1376.32
1481,1376.32
1482,1376.32
1483,1258.56
1484,1258.56
1485,1258.56
1486,1258.56
1487,1317.44
1488,1317.44
1489,1376.32
1490,1435.2
1491,1494.08
1492,1552.96
1493,1552.96
1494,1552.96
1495,1611.84
1496,1611.84
1497,1494.08
1498,1140.8
1499,920.0
1500,964.16
1501,1552.96
1502,1376.32
1503,1435.2
1504,1376.32
1505,1317.44
1506,1376.32
1507,1376.32
1508,1376.32
1509,1317.44
1510,772.8
1511,831.68
1512,861.12
1513,1023.04
1514,1081.92
1515,1199.68
1516,772.8
1517,743.36
1518,684.48
1519,772.8
1520,1140.8
1521,1081.92
1522,802.24
1523,684.48
1524,655.04
1525,625.6
1526,625.6
1527,625.6
1528,596.16
1529,596.16
1530,625.6
1531,655.04
1532,655.04
1533,684.48
1534,743.36
1535,1199.68
1536,1140.8
1537,1494.08
1538,1435.2
1539,1435.2
1540,1081.92
1541,964.16
1542,1140.8
1543,1435.2
1544,1494.08
1545,1376.32
1546,1376.32
1547,1376.32
1548,1376.32
1549,1494.08
1550,1552.96
1551,1552.96
1552,1552.96
1553,1552.96
1554,1552.96
1555,1552.96
1556,1494.08
1557,1376.32
1558,1376.32
1559,1376.32
1560,1376.32
1561,1376.32
1562,1435.2
1563,1435.2
1564,1494.08
1565,1494.08
1566,1494.08
1567,1494.08
1568,1494.08
1569,1494.08
1570,1494.08
1571,1494.08
1572,1494.08
1573,1494.08
1574,1494.08
1575,1494.08
1576,1494.08
1577,1494.08
1578,1494.08
1579,1494.08
1580,1494.08
1581,1435.2
1582,1435.2
1583,1317.44
1584,1376.32
1585,1376.32
1586,1376.32
1587,1376.32
1588,1376.32
1589,1376.32
1590,1376.32
1591,1376.32
1592,1376.32
1593,1376.32
1594,1258.56
1595,1140.8
1596,1258.56
1597,1140.8
1598,1199.68
1599,1258.56
1600,1258.56
1601,1258.56
1602,1258.56
1603,1258.56
1604,1199.68
1605,1317.44
1606,1376.32
1607,1376.32
1608,1435.2
1609,1435.2
1610,1435.2
1611,1435.2
1612,1435.2
1613,1435.2
1614,1376.32
1615,1376.32
1616,1317.44
1617,1317.44
1618,1317.44
1619,1258.56
1620,1258.56
1621,1199.68
1622,1199.68
1623,1140.8
1624,1140.8
1625,1140.8
1626,1140.8
1627,1140.8
1628,1140.8
1629,1140.8
1630,1140.8
1631,1140.8
1632,1140.8
1633,1258.56
1634,1258.56
1635,1317.44
1636,1376.32
1637,1435.2
1638,1494.08
1639,1494.08
1640,1494.08
1641,1435.2
1642,1376.32
1643,1317.44
1644,1317.44
1645,1317.44
1646,1317.44
1647,1317.44
1648,1317.44
1649,1317.44
1650,1258.56
1651,1258.56
1652,1258.56
1653,1258.56
1654,1317.44
1655,1258.56
1656,1199.68
1657,1140.8
1658,1140.8
1659,1081.92
1660,1081.92
1661,1023.04
1662,1023.04
1663,1023.04
1664,1023.04
1665,1023.04
1666,964.16
1667,1023.04
1668,1023.04
1669,1023.04
1670,1023.04
1671,1023.04
1672,1023.04
1673,1023.04
1674,1023.04
1675,1081.92
