time,light
0,64.4
1,64.4
2,64.4
3,60.72
4,60.72
5,60.72
6,60.72
7,60.72
8,60.72
9,60.72
10,60.72
11,60.72
12,60.72
13,60.72
14,60.72
15,60.72
16,60.72
17,60.72
18,60.72
19,57.04
20,57.04
21,57.04
22,57.04
23,57.04
24,53.36
25,53.36
26,53.36
27,53.36
28,53.36
29,53.36
30,53.36
31,53.36
32,53.36
33,53.36
34,53.36
35,53.36
36,53.36
37,53.36
38,53.36
39,53.36
40,53.36
41,53.36
42,57.04
43,57.04
44,57.04
45,57.04
46,57.04
47,57.04
48,57.04
49,57.04
50,57.04
51,57.04
52,57.04
53,57.04
54,57.04
55,57.04
56,57.04
57,57.04
58,57.04
59,57.04
60,57.04
61,57.04
62,57.04
63,57.04
64,57.04
65,57.04
66,57.04
67,57.04
68,57.04
69,57.04
70,57.04
71,57.04
72,57.04
73,57.04
74,57.04
75,57.04
76,57.04
77,57.04
78,57.04
79,57.04
80,57.04
81,57.04
82,57.04
83,57.04
84,57.04
85,57.04
86,57.04
87,57.04
88,57.04
89,57.04
90,53.36
91,53.36
92,53.36
93,53.36
94,53.36
95,53.36
96,53.36
97,53.36
98,53.36
99,53.36
100,53.36
101,53.36
102,53.36
103,53.36
104,53.36
105,53.36
106,53.36
107,53.36
108,53.36
109,53.36
110,53.36
111,53.36
112,53.36
113,53.36
114,53.36
115,53.36
116,53.36
117,53.36
118,53.36
119,53.36
120,53.36
121,53.36
122,53.36
123,53.36
124,53.36
125,53.36
126,53.36
127,53.36
128,53.36
129,53.36
130,53.36
131,53.36
132,53.36
133,53.36
134,53.36
135,53.36
136,53.36
137,53.36
138,53.36
139,53.36
140,53.36
141,53.36
142,53.36
143,53.36
144,53.36
145,53.36
146,53.36
147,53.36
148,53.36
149,53.36
150,53.36
151,53.36
152,53.36
153,53.36
154,53.36
155,53.36
156,53.36
157,53.36
158,53.36
159,53.36
160,53.36
161,53.36
162,53.36
163,53.36
164,53.36
165,53.36
166,53.36
167,53.36
168,53.36
169,53.36
170,53.36
171,53.36
172,53.36
173,53.36
174,53.36
175,53.36
176,53.36
177,53.36
178,53.36
179,53.36
180,53.36
181,53.36
182,53.36
183,53.36
184,53.36
185,53.36
186,53.36
187,53.36
188,53.36
189,53.36
190,53.36
191,53.36
192,53.36
193,53.36
194,53.36
195,53.36
196,53.36
197,53.36
198,53.36
199,53.36
200,53.36
201,53.36
202,53.36
203,53.36
204,53.36
205,53.36
206,53.36
207,53.36
208,53.36
209,53.36
210,53.36
211,53.36
212,53.36
213,53.36
214,53.36
215,53.36
216,53.36
217,53.36
218,53.36
219,53.36
220,53.36
221,53.36
222,53.36
223,53.36
224,53.36
225,53.36
226,53.36
227,53.36
228,53.36
229,53.36
230,53.36
231,53.36
232,53.36
233,53.36
234,53.36
235,53.36
236,53.36
237,53.36
238,53.36
239,53.36
240,53.36
241,53.36
242,53.36
243,53.36
244,53.36
245,53.36
246,53.36
247,53.36
248,53.36
249,53.36
250,53.36
251,53.36
252,53.36
253,53.36
254,53.36
255,53.36
256,53.36
257,53.36
258,53.36
259,53.36
260,53.36
261,53.36
262,53.36
263,53.36
264,53.36
265,53.36
266,53.36
267,53.36
268,53.36
269,53.36
270,53.36
271,53.36
272,53.36
273,53.36
274,53.36
275,53.36
276,53.36
277,53.36
278,53.36
279,53.36
280,53.36
281,53.36
282,53.36
283,53.36
284,53.36
285,53.36
286,53.36
287,53.36
288,53.36
289,53.36
290,53.36
291,53.36
292,53.36
293,53.36
294,53.36
295,53.36
296,53.36
297,53.36
298,53.36
299,53.36
300,53.36
301,53.36
302,53.36
303,53.36
304,53.36
305,53.36
306,53.36
307,53.36
308,53.36
309,53.36
310,53.36
311,53.36
312,53.36
313,53.36
314,53.36
315,53.36
316,53.36
317,53.36
318,53.36
319,53.36
320,53.36
321,53.36
322,53.36
323,53.36
324,53.36
325,53.36
326,53.36
327,53.36
328,53.36
329,53.36
330,53.36
331,53.36
332,53.36
333,53.36
334,53.36
335,53.36
336,53.36
337,53.36
338,53.36
339,53.36
340,53.36
341,53.36
342,53.36
343,53.36
344,53.36
345,53.36
346,53.36
347,53.36
348,53.36
349,53.36
350,53.36
351,53.36
352,53.36
353,53.36
354,53.36
355,53.36
356,53.36
357,53.36
358,53.36
359,53.36
360,53.36
361,53.36
362,53.36
363,53.36
364,53.36
365,53.36
366,53.36
367,53.36
368,53.36
369,53.36
370,53.36
371,53.36
372,53.36
373,53.36
374,53.36
375,53.36
376,53.36
377,53.36
378,53.36
379,53.36
380,53.36
381,53.36
382,53.36
383,53.36
384,53.36
385,53.36
386,53.36
387,53.36
388,53.36
