time,light
0,121.44
1,121.44
2,121.44
3,121.44
4,121.44
5,121.44
6,121.44
7,121.44
8,121.44
9,121.44
10,121.44
11,121.44
12,121.44
13,121.44
14,121.44
15,121.44
16,121.44
17,121.44
18,121.44
19,121.44
20,121.44
21,121.44
22,121.44
23,121.44
24,121.44
25,121.44
26,121.44
27,121.44
28,121.44
29,121.44
30,121.44
31,121.44
32,121.44
33,121.44
34,121.44
35,121.44
36,121.44
37,121.44
38,121.44
39,121.44
40,121.44
41,121.44
42,121.44
43,121.44
44,121.44
45,121.44
46,121.44
47,121.44
48,121.44
49,121.44
50,121.44
51,121.44
52,121.44
53,121.44
54,121.44
55,121.44
56,121.44
57,121.44
58,121.44
59,121.44
60,121.44
61,121.44
62,121.44
63,121.44
64,121.44
65,121.44
66,121.44
67,121.44
68,121.44
69,121.44
70,121.44
71,121.44
72,121.44
73,121.44
74,121.44
75,121.44
76,121.44
77,121.44
78,121.44
79,121.44
80,121.44
81,121.44
82,121.44
83,121.44
84,121.44
85,121.44
86,121.44
87,121.44
88,121.44
89,121.44
90,121.44
91,121.44
92,121.44
93,121.44
94,121.44
95,121.44
96,121.44
97,121.44
98,121.44
99,121.44
100,121.44
101,121.44
102,121.44
103,121.44
104,121.44
105,121.44
106,121.44
107,121.44
108,121.44
109,121.44
110,121.44
111,121.44
112,114.08
113,121.44
114,121.44
115,121.44
116,114.08
117,114.08
118,114.08
119,121.44
120,121.44
121,114.08
122,114.08
123,114.08
124,114.08
125,114.08
126,114.08
127,114.08
128,114.08
129,114.08
130,114.08
131,114.08
132,114.08
133,114.08
134,121.44
135,114.08
136,114.08
137,114.08
138,121.44
139,114.08
140,114.08
141,114.08
142,114.08
143,114.08
144,114.08
145,114.08
146,114.08
147,114.08
148,114.08
149,114.08
150,114.08
151,114.08
152,114.08
153,114.08
154,114.08
155,114.08
156,114.08
157,114.08
158,114.08
159,114.08
160,114.08
161,114.08
162,114.08
163,114.08
164,114.08
165,114.08
166,114.08
167,114.08
168,114.08
169,114.08
170,114.08
171,114.08
172,114.08
173,114.08
174,114.08
175,114.08
176,114.08
177,114.08
178,114.08
179,114.08
180,114.08
181,114.08
182,114.08
183,114.08
184,114.08
185,114.08
186,114.08
187,114.08
188,114.08
189,114.08
190,114.08
191,114.08
192,114.08
193,114.08
194,114.08
195,114.08
196,114.08
197,114.08
198,114.08
199,114.08
200,114.08
201,114.08
202,114.08
203,114.08
204,114.08
205,114.08
206,114.08
207,114.08
208,114.08
209,114.08
210,114.08
211,114.08
212,114.08
213,114.08
214,114.08
215,114.08
216,114.08
217,114.08
218,114.08
219,114.08
220,114.08
221,114.08
222,114.08
223,114.08
224,114.08
225,114.08
226,114.08
227,114.08
228,114.08
229,114.08
230,114.08
231,114.08
232,114.08
233,114.08
234,114.08
235,114.08
236,114.08
237,114.08
238,114.08
239,114.08
240,114.08
241,114.08
242,114.08
243,114.08
244,114.08
245,114.08
246,114.08
247,114.08
248,114.08
249,114.08
250,114.08
251,114.08
252,114.08
253,114.08
254,114.08
255,114.08
256,114.08
257,114.08
258,114.08
259,114.08
260,114.08
261,114.08
262,114.08
263,114.08
264,114.08
265,114.08
266,114.08
267,114.08
268,114.08
269,114.08
270,114.08
271,114.08
272,114.08
273,114.08
274,114.08
275,114.08
276,114.08
277,114.08
278,114.08
279,114.08
280,114.08
281,114.08
282,114.08
283,114.08
284,114.08
285,114.08
286,114.08
287,114.08
288,114.08
289,114.08
290,114.08
291,114.08
292,114.08
293,114.08
294,114.08
295,114.08
296,114.08
297,114.08
298,114.08
299,114.08
300,114.08
301,114.08
302,114.08
303,114.08
304,114.08
305,114.08
306,114.08
307,114.08
308,114.08
309,114.08
310,114.08
311,114.08
312,114.08
313,114.08
314,114.08
315,114.08
316,114.08
317,114.08
318,114.08
319,114.08
320,114.08
321,114.08
322,114.08
323,114.08
324,114.08
325,114.08
326,114.08
327,114.08
328,114.08
329,114.08
330,114.08
331,114.08
332,114.08
333,114.08
334,114.08
335,114.08
336,114.08
337,114.08
338,114.08
339,114.08
340,114.08
341,114.08
342,114.08
343,114.08
344,114.08
345,114.08
346,114.08
347,114.08
348,114.08
349,114.08
350,114.08
351,114.08
352,114.08
353,114.08
354,114.08
355,114.08
356,114.08
357,114.08
358,114.08
359,114.08
360,114.08
361,114.08
362,114.08
363,114.08
364,114.08
365,114.08
366,114.08
367,114.08
368,114.08
369,114.08
370,114.08
371,114.08
372,114.08
373,114.08
374,114.08
375,114.08
376,114.08
377,114.08
378,114.08
379,114.08
380,114.08
381,114.08
382,114.08
383,114.08
384,114.08
385,114.08
386,114.08
387,114.08
388,114.08
389,114.08
390,114.08
391,114.08
392,114.08
393,114.08
394,114.08
395,114.08
396,121.44
397,121.44
398,121.44
399,121.44
400,121.44
401,121.44
402,121.44
403,121.44
404,121.44
405,121.44
406,121.44
407,121.44
408,128.8
409,128.8
410,128.8
411,128.8
412,128.8
413,128.8
414,136.16
415,136.16
416,136.16
417,136.16
418,136.16
419,136.16
420,143.52
421,143.52
422,143.52
423,150.88
424,150.88
425,150.88
426,150.88
427,150.88
428,158.24
429,158.24
430,158.24
431,158.24
432,158.24
433,165.6
434,165.6
435,165.6
436,264.96
437,382.72
438,397.44
439,397.44
440,441.6
441,456.32
442,478.4
443,478.4
444,478.4
445,507.84
446,537.28
447,537.28
448,537.28
449,566.72
450,596.16
451,596.16
452,596.16
453,625.6
454,625.6
455,625.6
456,625.6
457,655.04
458,655.04
459,684.48
460,684.48
461,684.48
462,684.48
463,684.48
464,713.92
465,713.92
466,713.92
467,713.92
468,713.92
469,743.36
470,743.36
471,743.36
472,772.8
473,772.8
474,802.24
475,802.24
476,831.68
477,831.68
478,831.68
479,861.12
480,861.12
481,890.56
482,890.56
483,890.56
484,920.0
485,920.0
486,920.0
487,920.0
488,964.16
489,964.16
490,964.16
491,964.16
492,964.16
493,964.16
494,964.16
495,964.16
496,1023.04
497,1023.04
498,1023.04
499,1023.04
500,1023.04
501,1023.04
502,1081.92
503,1081.92
504,1081.92
505,1081.92
506,1081.92
507,1140.8
508,1140.8
509,1140.8
510,1140.8
511,1140.8
512,1140.8
513,1140.8
514,1199.68
515,1199.68
516,1199.68
517,1199.68
518,1199.68
519,1199.68
520,1258.56
521,1258.56
522,1258.56
523,1317.44
524,1317.44
525,1317.44
526,1317.44
527,1317.44
528,1317.44
529,1317.44
530,1317.44
531,1317.44
532,1317.44
533,1376.32
534,1376.32
535,1376.32
536,1376.32
537,1376.32
538,1376.32
539,1376.32
540,1435.2
541,1435.2
542,1435.2
543,1435.2
544,1435.2
545,1435.2
546,1435.2
547,1435.2
548,1435.2
549,1435.2
550,1435.2
551,1494.08
552,1494.08
553,1494.08
554,1494.08
555,1494.08
556,1494.08
557,1494.08
558,1494.08
559,1494.08
560,1494.08
561,1494.08
562,1494.08
563,1552.96
