time,light
0,172.96
1,172.96
2,172.96
3,172.96
4,172.96
5,172.96
6,172.96
7,172.96
8,172.96
9,172.96
10,172.96
11,172.96
12,172.96
13,172.96
14,172.96
15,172.96
16,165.6
17,172.96
18,172.96
19,172.96
20,172.96
21,172.96
22,172.96
23,172.96
24,172.96
25,172.96
26,172.96
27,165.6
28,165.6
29,172.96
30,172.96
31,172.96
32,172.96
33,172.96
34,172.96
35,172.96
36,172.96
37,172.96
38,172.96
39,172.96
40,172.96
41,172.96
42,172.96
43,172.96
44,172.96
45,172.96
46,172.96
47,172.96
48,172.96
49,172.96
50,172.96
51,172.96
52,172.96
53,172.96
54,172.96
55,172.96
56,172.96
57,172.96
58,172.96
59,172.96
60,172.96
61,172.96
62,172.96
63,172.96
64,172.96
65,172.96
66,172.96
67,172.96
68,172.96
69,172.96
70,172.96
71,172.96
72,172.96
73,172.96
74,172.96
75,172.96
76,172.96
77,172.96
78,172.96
79,172.96
80,172.96
81,172.96
82,172.96
83,172.96
84,172.96
85,172.96
86,172.96
87,172.96
88,172.96
89,172.96
90,172.96
91,172.96
92,172.96
93,172.96
94,172.96
95,172.96
96,172.96
97,172.96
98,172.96
99,172.96
100,172.96
101,172.96
102,172.96
103,172.96
104,172.96
105,172.96
106,172.96
107,172.96
108,172.96
109,172.96
110,172.96
111,172.96
112,172.96
113,172.96
114,172.96
115,172.96
116,172.96
117,172.96
118,172.96
119,172.96
120,172.96
121,172.96
122,172.96
123,172.96
124,172.96
125,172.96
126,172.96
127,172.96
128,172.96
129,172.96
130,172.96
131,172.96
132,172.96
133,172.96
134,172.96
135,172.96
136,172.96
137,172.96
138,172.96
139,172.96
140,172.96
141,172.96
142,172.96
143,172.96
144,172.96
145,172.96
146,172.96
147,172.96
148,172.96
149,172.96
150,172.96
151,172.96
152,172.96
153,172.96
154,172.96
155,172.96
156,172.96
157,172.96
158,172.96
159,172.96
160,172.96
161,172.96
162,172.96
163,172.96
164,172.96
165,172.96
166,172.96
167,172.96
168,172.96
169,172.96
170,172.96
171,172.96
172,172.96
173,172.96
174,172.96
175,172.96
176,172.96
177,172.96
178,172.96
179,172.96
180,172.96
181,172.96
182,172.96
183,172.96
184,172.96
185,172.96
186,172.96
187,172.96
188,172.96
189,172.96
190,172.96
191,172.96
192,172.96
193,172.96
194,172.96
195,172.96
196,172.96
197,172.96
198,172.96
199,172.96
200,172.96
201,172.96
202,172.96
203,172.96
204,172.96
205,172.96
206,172.96
207,172.96
208,172.96
209,172.96
210,172.96
211,172.96
212,172.96
213,172.96
214,172.96
215,172.96
216,172.96
217,172.96
218,172.96
219,172.96
220,172.96
221,172.96
222,172.96
223,172.96
224,172.96
225,172.96
226,172.96
227,172.96
228,172.96
229,172.96
230,172.96
231,172.96
232,172.96
233,172.96
234,172.96
235,172.96
236,172.96
237,172.96
238,172.96
239,172.96
240,172.96
241,172.96
242,172.96
243,172.96
244,172.96
245,172.96
246,172.96
247,172.96
248,172.96
249,172.96
250,172.96
251,172.96
252,165.6
253,165.6
254,165.6
255,165.6
256,165.6
257,165.6
258,165.6
259,165.6
260,165.6
261,165.6
262,165.6
263,165.6
264,165.6
265,172.96
266,165.6
267,165.6
268,165.6
269,165.6
270,165.6
271,165.6
272,165.6
273,165.6
274,165.6
275,165.6
276,165.6
277,165.6
278,165.6
279,165.6
280,165.6
281,165.6
282,165.6
283,165.6
284,165.6
285,165.6
286,165.6
287,165.6
288,165.6
289,165.6
290,165.6
291,165.6
292,165.6
293,165.6
294,165.6
295,165.6
296,165.6
297,165.6
298,165.6
299,165.6
300,165.6
301,165.6
302,165.6
303,165.6
304,165.6
305,165.6
306,165.6
307,165.6
308,165.6
309,165.6
310,165.6
311,165.6
