time,light
0,97.52
1,97.52
2,97.52
3,97.52
4,97.52
5,97.52
6,97.52
7,97.52
8,97.52
9,97.52
10,97.52
11,97.52
12,97.52
13,97.52
14,97.52
15,97.52
16,97.52
17,97.52
18,97.52
19,97.52
20,97.52
21,97.52
22,97.52
23,97.52
24,97.52
25,97.52
26,97.52
27,97.52
28,97.52
29,97.52
30,97.52
31,97.52
32,97.52
33,97.52
34,97.52
35,97.52
36,97.52
37,97.52
38,97.52
39,97.52
40,97.52
41,97.52
42,97.52
43,97.52
44,97.52
45,97.52
46,97.52
47,97.52
48,97.52
49,97.52
50,97.52
51,97.52
52,97.52
53,97.52
54,97.52
55,97.52
56,97.52
57,97.52
58,97.52
59,97.52
60,97.52
61,97.52
62,97.52
63,97.52
64,97.52
65,97.52
66,97.52
67,97.52
68,97.52
69,97.52
70,97.52
71,97.52
72,97.52
73,97.52
74,97.52
75,97.52
76,97.52
77,97.52
78,97.52
79,97.52
80,97.52
81,97.52
82,97.52
83,97.52
84,97.52
85,97.52
86,97.52
87,97.52
88,97.52
89,97.52
90,97.52
91,97.52
92,97.52
93,97.52
94,97.52
95,97.52
96,97.52
97,97.52
98,97.52
99,97.52
100,97.52
101,97.52
102,97.52
103,97.52
104,97.52
105,97.52
106,97.52
107,97.52
108,97.52
109,97.52
110,97.52
111,97.52
112,97.52
113,97.52
114,97.52
115,97.52
116,97.52
117,97.52
118,97.52
119,97.52
120,97.52
121,97.52
122,97.52
123,97.52
124,97.52
125,97.52
126,97.52
127,97.52
128,97.52
129,97.52
130,97.52
131,97.52
132,97.52
133,97.52
134,97.52
135,97.52
136,97.52
137,97.52
138,97.52
139,97.52
140,97.52
141,97.52
142,97.52
143,97.52
144,97.52
145,97.52
146,97.52
147,97.52
148,97.52
149,97.52
150,97.52
151,97.52
152,97.52
153,97.52
154,97.52
155,97.52
156,97.52
157,97.52
158,97.52
159,97.52
160,97.52
161,97.52
162,97.52
163,97.52
164,97.52
165,97.52
166,97.52
167,97.52
168,97.52
169,97.52
170,97.52
171,97.52
172,97.52
173,97.52
174,97.52
175,97.52
176,97.52
177,97.52
178,97.52
179,97.52
180,97.52
181,97.52
182,97.52
183,97.52
184,97.52
185,97.52
186,97.52
187,97.52
188,97.52
189,97.52
190,97.52
191,97.52
192,97.52
193,97.52
194,97.52
195,97.52
196,97.52
197,97.52
198,97.52
199,97.52
200,97.52
201,97.52
202,97.52
203,97.52
204,97.52
205,97.52
206,97.52
207,97.52
208,97.52
209,97.52
210,97.52
211,97.52
212,97.52
213,97.52
214,97.52
215,97.52
216,97.52
217,97.52
218,97.52
219,97.52
220,97.52
221,97.52
222,97.52
223,97.52
224,97.52
225,97.52
226,97.52
227,97.52
228,97.52
229,97.52
230,97.52
231,97.52
232,97.52
233,97.52
234,97.52
235,97.52
236,97.52
237,97.52
238,97.52
239,97.52
240,97.52
241,97.52
242,97.52
243,97.52
244,97.52
245,97.52
246,97.52
247,97.52
248,97.52
249,97.52
250,97.52
251,97.52
252,97.52
253,97.52
254,97.52
255,97.52
256,97.52
257,97.52
258,97.52
259,97.52
260,97.52
261,97.52
262,97.52
263,97.52
264,97.52
265,97.52
266,97.52
267,97.52
268,97.52
269,97.52
270,97.52
271,97.52
272,97.52
273,97.52
274,97.52
275,97.52
276,97.52
277,97.52
278,97.52
279,97.52
280,97.52
281,97.52
282,97.52
283,97.52
284,97.52
285,97.52
286,97.52
287,97.52
288,97.52
289,97.52
290,97.52
291,97.52
292,97.52
293,97.52
294,97.52
295,97.52
296,97.52
297,97.52
298,97.52
299,97.52
300,97.52
301,97.52
302,97.52
303,97.52
304,97.52
305,97.52
306,97.52
307,97.52
308,97.52
309,97.52
310,97.52
311,97.52
312,97.52
313,97.52
314,97.52
315,97.52
316,97.52
317,97.52
318,97.52
319,97.52
320,97.52
321,97.52
322,97.52
323,97.52
324,97.52
325,97.52
326,97.52
327,97.52
328,97.52
329,97.52
330,97.52
331,97.52
332,97.52
333,97.52
334,97.52
335,97.52
336,97.52
337,97.52
338,97.52
339,97.52
340,97.52
341,97.52
342,97.52
343,97.52
344,97.52
345,97.52
346,97.52
347,97.52
348,97.52
349,97.52
350,97.52
351,97.52
352,97.52
353,97.52
354,97.52
355,97.52
356,97.52
357,97.52
358,97.52
359,97.52
360,97.52
361,97.52
362,97.52
363,97.52
364,97.52
365,97.52
366,97.52
367,97.52
368,97.52
369,97.52
370,97.52
371,97.52
372,97.52
373,97.52
374,97.52
375,97.52
376,97.52
377,93.84
378,97.52
379,97.52
380,97.52
381,97.52
382,97.52
383,97.52
384,97.52
385,97.52
386,97.52
387,97.52
388,97.52
389,97.52
390,97.52
391,97.52
392,97.52
393,97.52
394,97.52
395,97.52
396,97.52
397,97.52
398,93.84
399,97.52
400,97.52
401,93.84
402,93.84
403,97.52
404,97.52
405,97.52
406,97.52
407,97.52
408,97.52
409,93.84
410,97.52
411,97.52
412,97.52
413,97.52
414,97.52
415,97.52
416,93.84
417,97.52
418,93.84
419,97.52
420,97.52
421,97.52
422,97.52
423,97.52
424,97.52
425,97.52
426,97.52
427,97.52
428,93.84
429,93.84
430,93.84
431,97.52
432,93.84
433,97.52
434,97.52
435,97.52
436,97.52
437,97.52
438,97.52
439,97.52
440,97.52
441,97.52
442,97.52
443,97.52
444,97.52
445,97.52
446,97.52
447,97.52
448,97.52
449,97.52
450,97.52
451,97.52
452,97.52
453,97.52
454,97.52
455,97.52
456,97.52
457,97.52
458,97.52
459,97.52
460,97.52
461,97.52
462,97.52
463,97.52
464,97.52
465,97.52
466,97.52
467,101.2
468,101.2
469,101.2
470,101.2
471,101.2
472,101.2
473,101.2
474,101.2
475,101.2
476,104.88
477,104.88
478,104.88
479,104.88
480,104.88
481,104.88
482,104.88
483,104.88
484,104.88
485,104.88
486,108.56
487,108.56
488,108.56
489,108.56
490,108.56
491,108.56
492,108.56
493,108.56
494,108.56
495,114.08
496,114.08
497,114.08
498,114.08
499,114.08
500,114.08
501,114.08
502,114.08
503,114.08
504,114.08
505,114.08
506,114.08
507,114.08
508,121.44
509,121.44
510,121.44
511,136.16
512,143.52
513,158.24
514,158.24
515,158.24
516,158.24
517,158.24
518,158.24
519,158.24
520,158.24
521,158.24
522,158.24
523,165.6
524,165.6
525,172.96
526,172.96
527,172.96
528,180.32
529,180.32
530,187.68
531,187.68
532,195.04
533,195.04
534,195.04
535,195.04
536,195.04
537,195.04
538,195.04
539,195.04
540,202.4
541,202.4
542,202.4
543,209.76
544,209.76
545,209.76
546,209.76
547,217.12
548,217.12
549,217.12
550,217.12
551,217.12
552,217.12
553,217.12
554,217.12
555,224.48
556,224.48
557,224.48
558,224.48
559,224.48
560,235.52
561,235.52
562,235.52
563,235.52
564,235.52
565,235.52
566,235.52
567,235.52
568,235.52
569,235.52
570,235.52
571,235.52
572,235.52
573,235.52
574,235.52
575,235.52
576,235.52
577,235.52
578,235.52
579,235.52
580,235.52
581,235.52
582,235.52
583,235.52
584,235.52
